,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,teamPrev,driverNext,teamNext
421,10,14,0,20,20,0,37.1,24.1,0.0,0,12,9,13,8,8,26,8
354,9,15,0,1,1,0,36.8,23.9,0.0,3,17,9,8,4,4,9,4
830,22,15,0,2,2,0,36.6,23.8,0.0,3,17,9,4,4,4,9,4
1306,31,15,0,3,3,0,36.6,23.8,0.0,3,17,9,4,6,6,22,6
626,16,15,0,4,4,0,36.4,23.5,0.0,3,17,9,6,10,10,31,10
1238,30,15,0,5,5,0,36.6,23.8,0.0,2,17,9,10,6,6,16,6
286,8,15,0,6,6,0,36.6,23.8,0.0,3,17,9,6,11,11,30,11
490,11,15,0,7,7,0,36.8,23.9,0.0,3,17,9,11,10,10,8,10
898,23,15,0,8,8,0,36.4,23.5,0.0,2,17,9,10,11,11,11,11
966,25,15,0,9,9,0,36.7,23.9,0.0,3,17,9,11,7,7,23,7
14,2,15,0,10,10,0,38.2,24.2,0.0,3,14,9,7,7,7,25,7
1170,29,15,0,11,11,0,37.1,24.1,0.0,3,14,9,7,5,5,2,5
762,21,15,0,12,12,0,36.6,23.8,0.0,3,14,9,5,5,5,29,5
694,20,15,0,13,13,0,36.8,23.9,0.0,3,14,9,5,14,14,21,14
1102,27,15,0,14,14,0,37.1,24.1,0.0,2,14,9,14,8,8,20,8
82,3,15,0,15,15,0,36.7,23.9,0.0,3,17,9,8,12,12,27,12
150,4,15,0,16,16,0,33.4,24.2,0.0,2,14,9,12,13,13,3,13
218,6,15,0,17,17,0,37.2,23.7,0.0,3,14,9,13,12,12,4,12
558,15,15,0,18,18,0,36.8,23.9,0.0,2,14,9,12,14,14,6,14
1034,26,15,0,19,19,0,38.4,24.3,0.0,2,14,9,14,13,13,15,13
422,10,15,0,20,20,0,37.1,24.1,0.0,0,13,9,13,8,8,26,8
355,9,16,0,1,1,0,36.8,23.9,0.0,3,18,9,8,4,4,9,4
831,22,16,0,2,2,0,36.6,23.8,0.0,3,18,9,4,4,4,9,4
1307,31,16,0,3,3,0,36.6,23.8,0.0,3,18,9,4,6,6,22,6
627,16,16,0,4,4,0,36.4,23.5,0.0,3,18,9,6,10,10,31,10
1239,30,16,0,5,5,0,36.6,23.8,0.0,2,18,9,10,6,6,16,6
287,8,16,0,6,6,0,36.6,23.8,0.0,3,18,9,6,11,11,30,11
491,11,16,0,7,7,0,36.8,23.9,0.0,3,18,9,11,10,10,8,10
899,23,16,0,8,8,0,36.4,23.5,0.0,2,18,9,10,11,11,11,11
967,25,16,0,9,9,0,36.7,23.9,0.0,3,18,9,11,7,7,23,7
15,2,16,0,10,10,0,38.2,24.2,0.0,3,15,9,7,7,7,25,7
1171,29,16,0,11,11,0,37.1,24.1,0.0,3,15,9,7,5,5,2,5
763,21,16,0,12,12,0,36.6,23.8,0.0,3,15,9,5,5,5,29,5
695,20,16,0,13,13,0,36.8,23.9,0.0,3,15,9,5,14,14,21,14
1103,27,16,0,14,14,0,37.1,24.1,0.0,2,15,9,14,8,8,20,8
83,3,16,0,15,15,0,36.7,23.9,0.0,3,18,9,8,12,12,27,12
151,4,16,0,16,16,0,33.4,24.2,0.0,2,15,9,12,13,13,3,13
219,6,16,0,17,17,0,37.2,23.7,0.0,3,15,9,13,12,12,4,12
559,15,16,0,18,18,0,36.8,23.9,0.0,2,15,9,12,14,14,6,14
1035,26,16,0,19,19,0,38.4,24.3,0.0,2,15,9,14,13,13,15,13
423,10,16,0,20,20,0,37.1,24.1,0.0,0,14,9,13,8,8,26,8
356,9,17,0,1,1,0,36.8,23.9,0.0,3,19,9,8,4,4,9,4
832,22,17,0,2,2,0,36.6,23.8,0.0,3,19,9,4,4,4,9,4
1308,31,17,0,3,3,0,36.6,23.8,0.0,3,19,9,4,6,6,22,6
628,16,17,0,4,4,0,36.4,23.5,0.0,3,19,9,6,10,10,31,10
1240,30,17,0,5,5,0,36.6,23.8,0.0,2,19,9,10,6,6,16,6
288,8,17,0,6,6,0,36.6,23.8,0.0,3,19,9,6,11,11,30,11
492,11,17,0,7,7,0,36.8,23.9,0.0,3,19,9,11,10,10,8,10
900,23,17,0,8,8,0,36.4,23.5,0.0,2,19,9,10,11,11,11,11
968,25,17,0,9,9,0,36.7,23.9,0.0,3,19,9,11,7,7,23,7
16,2,17,0,10,10,0,38.2,24.2,0.0,3,16,9,7,7,7,25,7
1172,29,17,0,11,11,0,37.1,24.1,0.0,3,16,9,7,5,5,2,5
764,21,17,0,12,12,0,36.6,23.8,0.0,3,16,9,5,5,5,29,5
696,20,17,0,13,13,0,36.8,23.9,0.0,3,16,9,5,14,14,21,14
1104,27,17,0,14,14,0,37.1,24.1,0.0,2,16,9,14,8,8,20,8
84,3,17,0,15,15,0,36.7,23.9,0.0,3,19,9,8,12,12,27,12
152,4,17,0,16,16,0,33.4,24.2,0.0,2,16,9,12,13,13,3,13
220,6,17,0,17,17,0,37.2,23.7,0.0,3,16,9,13,12,12,4,12
560,15,17,0,18,18,0,36.8,23.9,0.0,2,16,9,12,14,14,6,14
1036,26,17,0,19,19,0,38.4,24.3,0.0,2,16,9,14,13,13,15,13
424,10,17,0,20,20,0,37.1,24.1,0.0,0,15,9,13,8,8,26,8
357,9,18,0,1,1,0,36.8,23.9,0.0,3,20,9,8,4,4,9,4
833,22,18,0,2,2,0,36.6,23.8,0.0,3,20,9,4,4,4,9,4
1309,31,18,0,3,3,0,36.6,23.8,0.0,3,20,9,4,6,6,22,6
629,16,18,0,4,4,0,36.4,23.5,0.0,3,20,9,6,10,10,31,10
1241,30,18,0,5,5,0,36.6,23.8,0.0,2,20,9,10,6,6,16,6
289,8,18,0,6,6,0,36.6,23.8,0.0,3,20,9,6,11,11,30,11
493,11,18,0,7,7,0,36.8,23.9,0.0,3,20,9,11,10,10,8,10
901,23,18,0,8,8,0,36.4,23.5,0.0,2,20,9,10,11,11,11,11
969,25,18,0,9,9,0,36.7,23.9,0.0,3,20,9,11,7,7,23,7
17,2,18,0,10,10,0,38.2,24.2,0.0,3,17,9,7,7,7,25,7
1173,29,18,0,11,11,0,37.1,24.1,0.0,3,17,9,7,5,5,2,5
765,21,18,0,12,12,0,36.6,23.8,0.0,3,17,9,5,5,5,29,5
697,20,18,0,13,13,0,36.8,23.9,0.0,3,17,9,5,14,14,21,14
1105,27,18,0,14,14,0,37.1,24.1,0.0,2,17,9,14,8,8,20,8
85,3,18,0,15,15,0,36.7,23.9,0.0,3,20,9,8,12,12,27,12
153,4,18,0,16,16,0,33.4,24.2,0.0,2,17,9,12,13,13,3,13
221,6,18,0,17,17,0,37.2,23.7,0.0,3,17,9,13,12,12,4,12
561,15,18,0,18,18,0,36.8,23.9,0.0,2,17,9,12,14,14,6,14
1037,26,18,0,19,19,0,38.4,24.3,0.0,2,17,9,14,13,13,15,13
425,10,18,0,20,20,0,37.1,24.1,0.0,0,16,9,13,8,8,26,8
358,9,19,0,1,1,0,36.8,23.9,0.0,3,21,9,8,4,4,9,4
834,22,19,0,2,2,0,36.6,23.8,0.0,3,21,9,4,4,4,9,4
1310,31,19,0,3,3,0,36.6,23.8,0.0,3,21,9,4,6,6,22,6
630,16,19,0,4,4,0,36.4,23.5,0.0,3,21,9,6,10,10,31,10
1242,30,19,0,5,5,0,36.6,23.8,0.0,2,21,9,10,6,6,16,6
290,8,19,0,6,6,0,36.6,23.8,0.0,3,21,9,6,11,11,30,11
494,11,19,0,7,7,0,36.8,23.9,0.0,3,21,9,11,10,10,8,10
902,23,19,0,8,8,0,36.4,23.5,0.0,2,21,9,10,11,11,11,11
970,25,19,0,9,9,0,36.7,23.9,0.0,3,21,9,11,7,7,23,7
18,2,19,0,10,10,0,38.2,24.2,0.0,3,18,9,7,7,7,25,7
1174,29,19,0,11,11,0,37.1,24.1,0.0,3,18,9,7,5,5,2,5
766,21,19,0,12,12,0,36.6,23.8,0.0,3,18,9,5,5,5,29,5
698,20,19,0,13,13,0,36.8,23.9,0.0,3,18,9,5,14,14,21,14
1106,27,19,0,14,14,0,37.1,24.1,0.0,2,18,9,14,8,8,20,8
86,3,19,0,15,15,0,36.7,23.9,0.0,3,21,9,8,12,12,27,12
154,4,19,0,16,16,0,33.4,24.2,0.0,2,18,9,12,13,13,3,13
222,6,19,0,17,17,0,37.2,23.7,0.0,3,18,9,13,12,12,4,12
562,15,19,0,18,18,0,36.8,23.9,0.0,2,18,9,12,14,14,6,14
1038,26,19,0,19,19,0,38.4,24.3,0.0,2,18,9,14,13,13,15,13
426,10,19,0,20,20,0,37.1,24.1,0.0,0,17,9,13,8,8,26,8
359,9,20,0,1,1,0,36.8,23.9,0.0,3,22,9,8,4,4,9,4
835,22,20,0,2,2,0,36.6,23.8,0.0,3,22,9,4,4,4,9,4
1311,31,20,0,3,3,0,36.6,23.8,0.0,3,22,9,4,6,6,22,6
631,16,20,0,4,4,0,36.4,23.5,0.0,3,22,9,6,10,10,31,10
1243,30,20,0,5,5,0,36.6,23.8,0.0,2,22,9,10,6,6,16,6
291,8,20,0,6,6,0,36.6,23.8,0.0,3,22,9,6,11,11,30,11
495,11,20,0,7,7,0,36.8,23.9,0.0,3,22,9,11,10,10,8,10
903,23,20,0,8,8,0,36.4,23.5,0.0,2,22,9,10,11,11,11,11
971,25,20,0,9,9,0,36.7,23.9,0.0,3,22,9,11,7,7,23,7
19,2,20,0,10,10,0,38.2,24.2,0.0,3,19,9,7,7,7,25,7
1175,29,20,0,11,11,0,37.1,24.1,0.0,3,19,9,7,5,5,2,5
767,21,20,0,12,12,0,36.6,23.8,0.0,3,19,9,5,5,5,29,5
699,20,20,0,13,13,0,36.8,23.9,0.0,3,19,9,5,14,14,21,14
1107,27,20,0,14,14,0,37.1,24.1,0.0,2,19,9,14,8,8,20,8
87,3,20,0,15,15,0,36.7,23.9,0.0,3,22,9,8,12,12,27,12
155,4,20,0,16,16,0,33.4,24.2,0.0,2,19,9,12,13,13,3,13
223,6,20,0,17,17,0,37.2,23.7,0.0,3,19,9,13,12,12,4,12
563,15,20,0,18,18,0,36.8,23.9,0.0,2,19,9,12,14,14,6,14
1039,26,20,0,19,19,0,38.4,24.3,0.0,2,19,9,14,13,13,15,13
427,10,20,0,20,20,0,37.1,24.1,0.0,0,18,9,13,8,8,26,8
360,9,21,0,1,1,0,36.8,23.9,0.0,3,23,9,8,4,4,9,4
836,22,21,0,2,2,0,36.6,23.8,0.0,3,23,9,4,4,4,9,4
1312,31,21,0,3,3,0,36.6,23.8,0.0,3,23,9,4,6,6,22,6
632,16,21,0,4,4,0,36.4,23.5,0.0,3,23,9,6,10,10,31,10
1244,30,21,0,5,5,0,36.6,23.8,0.0,2,23,9,10,6,6,16,6
292,8,21,0,6,6,0,36.6,23.8,0.0,3,23,9,6,11,11,30,11
496,11,21,0,7,7,0,36.8,23.9,0.0,3,23,9,11,10,10,8,10
904,23,21,0,8,8,0,36.4,23.5,0.0,2,23,9,10,11,11,11,11
972,25,21,0,9,9,0,36.7,23.9,0.0,3,23,9,11,7,7,23,7
20,2,21,0,10,10,0,38.2,24.2,0.0,3,20,9,7,7,7,25,7
1176,29,21,0,11,11,0,37.1,24.1,0.0,3,20,9,7,5,5,2,5
768,21,21,0,12,12,0,36.6,23.8,0.0,3,20,9,5,5,5,29,5
700,20,21,0,13,13,0,36.8,23.9,0.0,3,20,9,5,14,14,21,14
1108,27,21,0,14,14,0,37.1,24.1,0.0,2,20,9,14,8,8,20,8
88,3,21,0,15,15,0,36.7,23.9,0.0,3,23,9,8,12,12,27,12
156,4,21,0,16,16,0,33.4,24.2,0.0,2,20,9,12,13,13,3,13
224,6,21,0,17,17,0,37.2,23.7,0.0,3,20,9,13,12,12,4,12
564,15,21,0,18,18,0,36.8,23.9,0.0,2,20,9,12,14,14,6,14
1040,26,21,0,19,19,0,38.4,24.3,0.0,2,20,9,14,13,13,15,13
428,10,21,0,20,20,0,37.1,24.1,0.0,0,19,9,13,8,8,26,8
361,9,22,0,1,1,0,36.8,23.9,0.0,3,24,9,8,4,4,9,4
837,22,22,0,2,2,0,36.6,23.8,0.0,3,24,9,4,4,4,9,4
1313,31,22,0,3,3,0,36.6,23.8,0.0,3,24,9,4,6,6,22,6
633,16,22,0,4,4,0,36.4,23.5,0.0,3,24,9,6,10,10,31,10
1245,30,22,0,5,5,0,36.6,23.8,0.0,2,24,9,10,6,6,16,6
293,8,22,0,6,6,0,36.6,23.8,0.0,3,24,9,6,11,11,30,11
497,11,22,0,7,7,0,36.8,23.9,0.0,3,24,9,11,10,10,8,10
905,23,22,0,8,8,0,36.4,23.5,0.0,2,24,9,10,11,11,11,11
973,25,22,0,9,9,0,36.7,23.9,0.0,3,24,9,11,7,7,23,7
21,2,22,0,10,10,0,38.2,24.2,0.0,3,21,9,7,7,7,25,7
1177,29,22,0,11,11,0,37.1,24.1,0.0,3,21,9,7,5,5,2,5
769,21,22,0,12,12,0,36.6,23.8,0.0,3,21,9,5,5,5,29,5
701,20,22,0,13,13,0,36.8,23.9,0.0,3,21,9,5,14,14,21,14
1109,27,22,0,14,14,0,37.1,24.1,0.0,2,21,9,14,8,8,20,8
89,3,22,0,15,15,0,36.7,23.9,0.0,3,24,9,8,12,12,27,12
157,4,22,0,16,16,0,33.4,24.2,0.0,2,21,9,12,13,13,3,13
225,6,22,0,17,17,0,37.2,23.7,0.0,3,21,9,13,12,12,4,12
565,15,22,0,18,18,0,36.8,23.9,0.0,2,21,9,12,14,14,6,14
1041,26,22,0,19,19,0,38.4,24.3,0.0,2,21,9,14,13,13,15,13
429,10,22,0,20,20,0,37.1,24.1,0.0,0,20,9,13,8,8,26,8
362,9,23,0,1,1,0,36.8,23.9,0.0,3,25,9,8,4,4,9,4
838,22,23,0,2,2,0,36.6,23.8,0.0,3,25,9,4,4,4,9,4
1314,31,23,0,3,3,0,36.6,23.8,0.0,3,25,9,4,6,6,22,6
634,16,23,0,4,4,0,36.4,23.5,0.0,3,25,9,6,10,10,31,10
1246,30,23,0,5,5,0,36.6,23.8,0.0,2,25,9,10,6,6,16,6
294,8,23,0,6,6,0,36.6,23.8,0.0,3,25,9,6,11,11,30,11
498,11,23,0,7,7,0,36.8,23.9,0.0,3,25,9,11,10,10,8,10
906,23,23,0,8,8,0,36.4,23.5,0.0,2,25,9,10,11,11,11,11
974,25,23,0,9,9,0,36.7,23.9,0.0,3,25,9,11,7,7,23,7
22,2,23,0,10,10,0,38.2,24.2,0.0,3,22,9,7,7,7,25,7
1178,29,23,0,11,11,0,37.1,24.1,0.0,3,22,9,7,5,5,2,5
770,21,23,0,12,12,0,36.6,23.8,0.0,3,22,9,5,5,5,29,5
702,20,23,0,13,13,0,36.8,23.9,0.0,3,22,9,5,14,14,21,14
1110,27,23,0,14,14,0,37.1,24.1,0.0,2,22,9,14,8,8,20,8
90,3,23,0,15,15,0,36.7,23.9,0.0,3,25,9,8,12,12,27,12
158,4,23,0,16,16,0,33.4,24.2,0.0,2,22,9,12,13,13,3,13
226,6,23,0,17,17,0,37.2,23.7,0.0,3,22,9,13,12,12,4,12
566,15,23,0,18,18,0,36.8,23.9,0.0,2,22,9,12,14,14,6,14
1042,26,23,0,19,19,0,38.4,24.3,0.0,2,22,9,14,13,13,15,13
430,10,23,0,20,20,0,37.1,24.1,0.0,0,21,9,13,8,8,26,8
363,9,24,0,1,1,0,36.8,23.9,0.0,3,26,9,8,4,4,9,4
839,22,24,0,2,2,0,36.6,23.8,0.0,3,26,9,4,4,4,9,4
1315,31,24,0,3,3,0,36.6,23.8,0.0,3,26,9,4,6,6,22,6
635,16,24,0,4,4,0,36.4,23.5,0.0,3,26,9,6,10,10,31,10
1247,30,24,0,5,5,0,36.6,23.8,0.0,2,26,9,10,6,6,16,6
295,8,24,0,6,6,0,36.6,23.8,0.0,3,26,9,6,11,11,30,11
499,11,24,0,7,7,0,36.8,23.9,0.0,3,26,9,11,10,10,8,10
907,23,24,0,8,8,0,36.4,23.5,0.0,2,26,9,10,11,11,11,11
975,25,24,0,9,9,0,36.7,23.9,0.0,3,26,9,11,7,7,23,7
23,2,24,0,10,10,0,38.2,24.2,0.0,3,23,9,7,7,7,25,7
1179,29,24,0,11,11,0,37.1,24.1,0.0,3,23,9,7,5,5,2,5
771,21,24,0,12,12,0,36.6,23.8,0.0,3,23,9,5,5,5,29,5
703,20,24,0,13,13,0,36.8,23.9,0.0,3,23,9,5,14,14,21,14
1111,27,24,0,14,14,0,37.1,24.1,0.0,2,23,9,14,8,8,20,8
91,3,24,0,15,15,0,36.7,23.9,0.0,3,26,9,8,12,12,27,12
159,4,24,0,16,16,0,33.4,24.2,0.0,2,23,9,12,13,13,3,13
227,6,24,0,17,17,0,37.2,23.7,0.0,3,23,9,13,12,12,4,12
567,15,24,0,18,18,0,36.8,23.9,0.0,2,23,9,12,14,14,6,14
1043,26,24,0,19,19,0,38.4,24.3,0.0,2,23,9,14,13,13,15,13
431,10,24,0,20,20,0,37.1,24.1,0.0,0,22,9,13,8,8,26,8
364,9,25,0,1,1,0,36.8,23.9,0.0,3,27,9,8,4,4,9,4
840,22,25,0,2,2,0,36.6,23.8,0.0,3,27,9,4,4,4,9,4
1316,31,25,0,3,3,0,36.6,23.8,0.0,3,27,9,4,6,6,22,6
636,16,25,0,4,4,0,36.4,23.5,0.0,3,27,9,6,10,10,31,10
1248,30,25,0,5,5,0,36.6,23.8,0.0,2,27,9,10,6,6,16,6
296,8,25,0,6,6,0,36.6,23.8,0.0,3,27,9,6,11,11,30,11
500,11,25,0,7,7,0,36.8,23.9,0.0,3,27,9,11,10,10,8,10
908,23,25,0,8,8,0,36.4,23.5,0.0,2,27,9,10,11,11,11,11
976,25,25,0,9,9,0,36.7,23.9,0.0,3,27,9,11,7,7,23,7
24,2,25,0,10,10,0,38.2,24.2,0.0,3,24,9,7,7,7,25,7
1180,29,25,0,11,11,0,37.1,24.1,0.0,3,24,9,7,5,5,2,5
772,21,25,0,12,12,0,36.6,23.8,0.0,3,24,9,5,5,5,29,5
704,20,25,0,13,13,0,36.8,23.9,0.0,3,24,9,5,14,14,21,14
1112,27,25,0,14,14,0,37.1,24.1,0.0,2,24,9,14,8,8,20,8
92,3,25,0,15,15,0,36.7,23.9,0.0,3,27,9,8,12,12,27,12
160,4,25,0,16,16,0,33.4,24.2,0.0,2,24,9,12,13,13,3,13
228,6,25,0,17,17,0,37.2,23.7,0.0,3,24,9,13,12,12,4,12
568,15,25,0,18,18,0,36.8,23.9,0.0,2,24,9,12,14,14,6,14
1044,26,25,0,19,19,0,38.4,24.3,0.0,2,24,9,14,13,13,15,13
432,10,25,0,20,20,0,37.1,24.1,0.0,0,23,9,13,8,8,26,8
365,9,26,0,1,1,0,36.8,23.9,0.0,3,28,9,8,4,4,9,4
841,22,26,0,2,2,0,36.6,23.8,0.0,3,28,9,4,4,4,9,4
1317,31,26,0,3,3,0,36.6,23.8,0.0,3,28,9,4,6,6,22,6
637,16,26,0,4,4,0,36.4,23.5,0.0,3,28,9,6,10,10,31,10
1249,30,26,0,5,5,0,36.6,23.8,0.0,2,28,9,10,6,6,16,6
297,8,26,0,6,6,0,36.6,23.8,0.0,3,28,9,6,11,11,30,11
501,11,26,0,7,7,0,36.8,23.9,0.0,3,28,9,11,10,10,8,10
909,23,26,0,8,8,0,36.4,23.5,0.0,2,28,9,10,11,11,11,11
977,25,26,0,9,9,0,36.7,23.9,0.0,3,28,9,11,7,7,23,7
25,2,26,0,10,10,0,38.2,24.2,0.0,3,25,9,7,7,7,25,7
1181,29,26,0,11,11,0,37.1,24.1,0.0,3,25,9,7,5,5,2,5
773,21,26,0,12,12,0,36.6,23.8,0.0,3,25,9,5,5,5,29,5
705,20,26,0,13,13,0,36.8,23.9,0.0,3,25,9,5,14,14,21,14
1113,27,26,0,14,14,0,37.1,24.1,0.0,2,25,9,14,8,8,20,8
93,3,26,0,15,15,0,36.7,23.9,0.0,3,28,9,8,12,12,27,12
161,4,26,0,16,16,0,33.4,24.2,0.0,2,25,9,12,13,13,3,13
229,6,26,0,17,17,0,37.2,23.7,0.0,3,25,9,13,12,12,4,12
569,15,26,0,18,18,0,36.8,23.9,0.0,2,25,9,12,14,14,6,14
1045,26,26,0,19,19,0,38.4,24.3,0.0,2,25,9,14,13,13,15,13
433,10,26,0,20,20,0,37.1,24.1,0.0,0,24,9,13,8,8,26,8
366,9,27,0,1,1,0,36.8,23.9,0.0,3,29,9,8,4,4,9,4
842,22,27,0,2,2,0,36.6,23.8,0.0,3,29,9,4,4,4,9,4
1318,31,27,0,3,3,0,36.6,23.8,0.0,3,29,9,4,6,6,22,6
638,16,27,0,4,4,0,36.4,23.5,0.0,3,29,9,6,10,10,31,10
1250,30,27,0,5,5,0,36.6,23.8,0.0,2,29,9,10,6,6,16,6
298,8,27,0,6,6,0,36.6,23.8,0.0,3,29,9,6,11,11,30,11
502,11,27,0,7,7,0,36.8,23.9,0.0,3,29,9,11,10,10,8,10
910,23,27,0,8,8,0,36.4,23.5,0.0,2,29,9,10,11,11,11,11
978,25,27,0,9,9,0,36.7,23.9,0.0,3,29,9,11,7,7,23,7
26,2,27,0,10,10,0,38.2,24.2,0.0,3,26,9,7,7,7,25,7
1182,29,27,0,11,11,0,37.1,24.1,0.0,3,26,9,7,5,5,2,5
774,21,27,0,12,12,0,36.6,23.8,0.0,3,26,9,5,5,5,29,5
706,20,27,0,13,13,0,36.8,23.9,0.0,3,26,9,5,14,14,21,14
1114,27,27,0,14,14,0,37.1,24.1,0.0,2,26,9,14,8,8,20,8
94,3,27,0,15,15,0,36.7,23.9,0.0,3,29,9,8,12,12,27,12
162,4,27,0,16,16,0,33.4,24.2,0.0,2,26,9,12,13,13,3,13
230,6,27,0,17,17,0,37.2,23.7,0.0,3,26,9,13,12,12,4,12
570,15,27,0,18,18,0,36.8,23.9,0.0,2,26,9,12,14,14,6,14
1046,26,27,0,19,19,0,38.4,24.3,0.0,2,26,9,14,13,13,15,13
434,10,27,0,20,20,0,37.1,24.1,0.0,0,25,9,13,8,8,26,8
367,9,28,0,1,1,0,36.8,23.9,0.0,3,30,9,8,4,4,9,4
843,22,28,0,2,2,0,36.6,23.8,0.0,3,30,9,4,4,4,9,4
1319,31,28,0,3,3,0,36.6,23.8,0.0,3,30,9,4,6,6,22,6
639,16,28,0,4,4,0,36.4,23.5,0.0,3,30,9,6,10,10,31,10
1251,30,28,0,5,5,0,36.6,23.8,0.0,2,30,9,10,6,6,16,6
299,8,28,0,6,6,0,36.6,23.8,0.0,3,30,9,6,11,11,30,11
503,11,28,0,7,7,0,36.8,23.9,0.0,3,30,9,11,10,10,8,10
911,23,28,0,8,8,0,36.4,23.5,0.0,2,30,9,10,11,11,11,11
979,25,28,0,9,9,0,36.7,23.9,0.0,3,30,9,11,7,7,23,7
27,2,28,0,10,10,0,38.2,24.2,0.0,3,27,9,7,7,7,25,7
1183,29,28,0,11,11,0,37.1,24.1,0.0,3,27,9,7,5,5,2,5
775,21,28,0,12,12,0,36.6,23.8,0.0,3,27,9,5,5,5,29,5
707,20,28,0,13,13,0,36.8,23.9,0.0,3,27,9,5,14,14,21,14
1115,27,28,0,14,14,0,37.1,24.1,0.0,2,27,9,14,8,8,20,8
