,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,driverNext,teamPrev,teamNext
51,3,1,1,1,1,50,41.9,19.9,0.0,3,3,3,8,3,9,8,8
255,9,1,1,2,2,66,41.9,19.9,0.0,3,3,3,8,3,31,8,4
969,31,1,1,3,3,62,41.9,19.9,0.0,3,3,3,4,9,30,8,10
918,30,1,1,4,4,53,41.9,19.9,0.0,3,3,3,10,31,15,4,4
459,15,1,1,5,5,46,41.9,19.9,0.0,3,3,3,4,30,6,10,10
102,6,1,1,6,6,50,41.8,19.8,0.0,3,3,3,10,15,8,4,6
204,8,1,1,7,7,34,41.8,19.8,0.0,3,3,3,6,6,16,10,6
510,16,1,1,8,8,36,41.9,19.9,0.0,3,3,3,6,8,13,6,13
408,13,1,1,9,9,0,41.8,19.7,0.0,3,3,3,13,16,19,6,7
561,19,1,1,10,10,59,41.8,19.8,0.0,3,0,3,7,13,1,13,13
0,1,1,1,11,11,43,41.9,19.9,0.0,3,0,3,13,19,25,7,7
816,25,1,1,12,12,36,41.9,19.9,0.0,3,0,3,7,1,23,13,11
714,23,1,1,13,13,43,41.9,19.9,0.0,3,3,3,11,25,22,7,0
663,22,1,1,14,14,26,41.9,19.9,0.0,2,0,3,0,23,21,11,9
612,21,1,1,15,15,37,41.9,19.9,0.0,3,0,3,9,22,27,0,9
867,27,1,1,16,16,38,41.8,19.8,0.0,2,0,3,9,21,12,9,14
357,12,1,1,17,17,37,41.9,19.9,0.0,2,0,3,14,27,7,9,0
153,7,1,1,18,18,0,41.9,19.9,0.0,3,0,3,0,12,24,14,14
765,24,1,1,19,19,38,41.9,19.9,0.0,2,0,3,14,7,11,0,11
306,11,1,1,20,20,51,41.9,19.9,0.0,2,0,3,11,24,3,14,8
256,9,2,0,1,2,68,41.8,19.7,0.0,3,4,3,8,9,3,8,8
52,3,2,0,2,1,55,41.8,19.8,0.0,3,4,3,8,9,30,8,10
919,30,2,0,3,4,49,41.8,19.8,0.0,3,4,3,10,3,31,8,4
970,31,2,0,4,3,70,41.8,19.8,0.0,3,4,3,4,30,15,10,4
460,15,2,0,5,5,50,41.8,19.8,0.0,3,4,3,4,31,6,4,10
103,6,2,0,6,6,55,41.8,19.8,0.0,3,4,3,10,15,8,4,6
205,8,2,0,7,7,40,42.0,19.8,0.0,3,4,3,6,6,16,10,6
511,16,2,0,8,8,40,41.8,19.8,0.0,3,4,3,6,8,13,6,13
409,13,2,0,9,9,0,41.8,19.8,0.0,3,4,3,13,16,1,6,13
1,1,2,0,10,11,49,41.8,19.8,0.0,3,1,3,13,13,25,13,7
817,25,2,0,11,12,36,41.8,19.8,0.0,3,1,3,7,1,23,13,11
715,23,2,0,12,13,46,41.8,19.8,0.0,3,4,3,11,25,21,7,9
613,21,2,0,13,15,35,41.8,19.8,0.0,3,1,3,9,23,27,11,9
868,27,2,0,14,16,37,41.8,19.8,0.0,2,1,3,9,21,7,9,0
154,7,2,0,15,18,0,41.8,19.8,0.0,3,1,3,0,27,19,9,7
562,19,2,0,16,10,62,41.8,19.8,0.0,3,1,3,7,7,12,0,14
358,12,2,0,17,17,43,41.8,19.8,0.0,2,1,3,14,19,11,7,11
307,11,2,0,18,20,54,41.8,19.8,0.0,2,1,3,11,12,24,14,14
766,24,2,0,19,19,41,41.8,19.8,0.0,2,1,3,14,11,22,11,0
664,22,2,0,20,14,32,41.8,19.8,0.0,2,1,3,0,24,9,14,8
257,9,3,0,1,2,68,41.8,19.8,0.0,3,5,3,8,9,3,8,8
53,3,3,0,2,1,58,42.0,19.8,0.0,3,5,3,8,9,30,8,10
920,30,3,0,3,4,43,41.8,19.7,0.0,3,5,3,10,3,31,8,4
971,31,3,0,4,3,72,41.8,19.7,0.0,3,5,3,4,30,15,10,4
461,15,3,0,5,5,52,41.8,19.7,0.0,3,5,3,4,31,6,4,10
104,6,3,0,6,6,55,41.8,19.8,0.0,3,5,3,10,15,8,4,6
206,8,3,0,7,7,43,41.8,19.8,0.0,3,5,3,6,6,16,10,6
512,16,3,0,8,8,42,41.8,19.8,0.0,3,5,3,6,8,13,6,13
410,13,3,0,9,9,0,41.8,19.8,0.0,3,5,3,13,16,1,6,13
2,1,3,0,10,11,54,41.8,19.7,0.0,3,2,3,13,13,25,13,7
818,25,3,0,11,12,39,41.8,19.8,0.0,3,2,3,7,1,23,13,11
716,23,3,0,12,13,49,41.8,19.7,0.0,3,5,3,11,25,21,7,9
614,21,3,0,13,15,36,41.8,19.8,0.0,3,2,3,9,23,27,11,9
869,27,3,0,14,16,39,41.8,19.7,0.0,2,2,3,9,21,7,9,0
155,7,3,0,15,18,0,42.0,19.8,0.0,3,2,3,0,27,19,9,7
563,19,3,0,16,10,67,41.3,19.7,0.0,3,2,3,7,7,11,0,11
308,11,3,0,17,20,56,41.8,19.7,0.0,2,2,3,11,19,12,7,14
359,12,3,0,18,17,47,41.8,19.8,0.0,2,2,3,14,11,24,11,14
767,24,3,0,19,19,45,41.8,19.8,0.0,2,2,3,14,12,22,14,0
665,22,3,0,20,14,35,41.8,19.7,0.0,2,2,3,0,24,9,14,8
258,9,4,0,1,2,69,41.8,19.8,0.0,3,6,3,8,9,3,8,8
54,3,4,0,2,1,57,41.8,19.8,0.0,3,6,3,8,9,30,8,10
921,30,4,0,3,4,44,42.0,19.8,0.0,3,6,3,10,3,31,8,4
972,31,4,0,4,3,74,41.8,19.8,0.0,3,6,3,4,30,15,10,4
462,15,4,0,5,5,52,42.0,19.8,0.0,3,6,3,4,31,6,4,10
105,6,4,0,6,6,58,41.8,19.8,0.0,3,6,3,10,15,8,4,6
207,8,4,0,7,7,45,41.8,19.8,0.0,3,6,3,6,6,16,10,6
513,16,4,0,8,8,44,41.8,19.7,0.0,3,6,3,6,8,13,6,13
411,13,4,0,9,9,0,41.8,19.8,0.0,3,6,3,13,16,1,6,13
3,1,4,0,10,11,56,42.0,19.8,0.0,3,3,3,13,13,25,13,7
819,25,4,0,11,12,39,41.8,19.7,0.0,3,3,3,7,1,23,13,11
717,23,4,0,12,13,50,42.0,19.8,0.0,3,6,3,11,25,21,7,9
615,21,4,0,13,15,35,41.8,19.7,0.0,3,3,3,9,23,27,11,9
870,27,4,0,14,16,40,41.8,19.8,0.0,2,3,3,9,21,7,9,0
156,7,4,0,15,18,0,41.8,19.8,0.0,3,3,3,0,27,19,9,7
564,19,4,0,16,10,68,41.4,19.8,0.0,3,3,3,7,7,11,0,11
309,11,4,0,17,20,57,41.8,19.8,0.0,2,3,3,11,19,12,7,14
360,12,4,0,18,17,48,41.8,19.8,0.0,2,3,3,14,11,22,11,0
666,22,4,0,19,14,34,41.8,19.8,0.0,2,3,3,0,12,24,14,14
768,24,4,0,20,19,46,41.8,19.7,0.0,2,3,3,14,22,9,0,8
259,9,5,0,1,2,70,41.8,19.8,0.0,3,7,3,8,9,3,8,8
55,3,5,0,2,1,57,41.3,19.5,0.0,3,7,3,8,9,30,8,10
922,30,5,0,3,4,44,41.3,19.5,0.0,3,7,3,10,3,31,8,4
973,31,5,0,4,3,76,41.8,19.8,0.0,3,7,3,4,30,15,10,4
463,15,5,0,5,5,52,41.8,19.8,0.0,3,7,3,4,31,6,4,10
106,6,5,0,6,6,60,41.3,19.5,0.0,3,7,3,10,15,8,4,6
208,8,5,0,7,7,46,41.6,20.2,0.0,3,7,3,6,6,16,10,6
514,16,5,0,8,8,45,41.8,19.8,0.0,3,7,3,6,8,13,6,13
412,13,5,0,9,9,0,41.3,19.7,0.0,3,7,3,13,16,1,6,13
4,1,5,0,10,11,56,41.8,19.8,0.0,3,4,3,13,13,25,13,7
820,25,5,0,11,12,40,42.0,19.8,0.0,3,4,3,7,1,23,13,11
718,23,5,0,12,13,50,41.8,19.8,0.0,3,7,3,11,25,21,7,9
616,21,5,0,13,15,35,42.0,19.8,0.0,3,4,3,9,23,27,11,9
871,27,5,0,14,16,39,41.3,19.5,0.0,2,4,3,9,21,7,9,0
157,7,5,0,15,18,0,41.8,19.8,0.0,3,4,3,0,27,19,9,7
565,19,5,0,16,10,68,41.2,19.8,0.0,3,4,3,7,7,11,0,11
310,11,5,0,17,20,57,41.8,19.8,0.0,2,4,3,11,19,12,7,14
361,12,5,0,18,17,48,41.3,19.5,0.0,2,4,3,14,11,22,11,0
667,22,5,0,19,14,34,41.8,19.8,0.0,2,4,3,0,12,24,14,14
769,24,5,0,20,19,46,42.0,19.8,0.0,2,4,3,14,22,9,0,8
260,9,6,0,1.3901262283325195,2,70,41.8,19.8,0.0,3,8,3,8,9,3,8,8
56,3,6,0,1.8684533834457397,1,57,41.3,19.5,0.0,3,8,3,8,9,30,8,10
923,30,6,0,3.473255157470703,4,44,41.3,19.5,0.0,3,8,3,10,3,31,8,4
974,31,6,0,4.013127326965332,3,76,41.8,19.8,0.0,3,8,3,4,30,15,10,4
464,15,6,0,4.842602252960205,5,52,41.8,19.8,0.0,3,8,3,4,31,6,4,10
107,6,6,0,5.980896472930908,6,60,41.3,19.5,0.0,3,8,3,10,15,8,4,6
209,8,6,0,6.911868572235107,7,46,41.6,20.2,0.0,3,8,3,6,6,16,10,6
515,16,6,0,7.949851036071777,8,45,41.8,19.8,0.0,3,8,3,6,8,13,6,13
413,13,6,0,8.825833320617676,9,0,41.3,19.7,0.0,3,8,3,13,16,1,6,13
5,1,6,0,9.994397163391113,11,56,41.8,19.8,0.0,3,5,3,13,13,25,13,7
821,25,6,0,11.184022903442383,12,40,42.0,19.8,0.0,3,5,3,7,1,23,13,11
719,23,6,0,12.118990898132324,13,50,41.8,19.8,0.0,3,8,3,11,25,21,7,9
617,21,6,0,12.964258193969727,15,35,42.0,19.8,0.0,3,5,3,9,23,27,11,9
872,27,6,0,14.012504577636719,16,39,41.3,19.5,0.0,2,5,3,9,21,7,9,0
158,7,6,0,15.081133842468262,18,0,41.8,19.8,0.0,3,5,3,0,27,19,9,7
566,19,6,0,16.305124282836914,10,68,41.2,19.8,0.0,3,5,3,7,7,12,0,14
362,12,6,0,17.069120407104492,17,48,41.3,19.5,0.0,2,5,3,14,19,11,7,11
311,11,6,0,18.144088745117188,20,57,41.8,19.8,0.0,2,5,3,11,12,22,14,0
668,22,6,0,18.772232055664062,14,34,41.8,19.8,0.0,2,5,3,0,11,24,11,14
770,24,6,0,18.95452117919922,19,46,42.0,19.8,0.0,2,5,3,14,22,9,0,8
261,9,7,0,1.2747492790222168,2,70,41.8,19.8,0.0,3,9,3,8,9,3,8,8
57,3,7,0,2.148775100708008,1,57,41.3,19.5,0.0,3,9,3,8,9,30,8,10
924,30,7,0,3.3666672706604004,4,44,41.3,19.5,0.0,3,9,3,10,3,31,8,4
975,31,7,0,4.066440105438232,3,76,41.8,19.8,0.0,3,9,3,4,30,15,10,4
465,15,7,0,4.876479625701904,5,52,41.8,19.8,0.0,3,9,3,4,31,6,4,10
108,6,7,0,5.940676212310791,6,60,41.3,19.5,0.0,3,9,3,10,15,8,4,6
210,8,7,0,6.889483451843262,7,46,41.6,20.2,0.0,3,9,3,6,6,16,10,6
516,16,7,0,7.913816452026367,8,45,41.8,19.8,0.0,3,9,3,6,8,13,6,13
414,13,7,0,9.078721046447754,9,0,41.3,19.7,0.0,3,9,3,13,16,1,6,13
6,1,7,0,10.060576438903809,11,56,41.8,19.8,0.0,3,6,3,13,13,25,13,7
822,25,7,0,11.21576976776123,12,40,42.0,19.8,0.0,3,6,3,7,1,23,13,11
720,23,7,0,12.01028823852539,13,50,41.8,19.8,0.0,3,9,3,11,25,21,7,9
618,21,7,0,13.131501197814941,15,35,42.0,19.8,0.0,3,6,3,9,23,27,11,9
873,27,7,0,14.187540054321289,16,39,41.3,19.5,0.0,2,6,3,9,21,7,9,0
159,7,7,0,14.958917617797852,18,0,41.8,19.8,0.0,3,6,3,0,27,19,9,7
567,19,7,0,16.16808319091797,10,68,41.2,19.8,0.0,3,6,3,7,7,11,0,11
312,11,7,0,17.10599708557129,20,57,41.8,19.8,0.0,2,6,3,11,19,12,7,14
363,12,7,0,18.110326766967773,17,48,41.3,19.5,0.0,2,6,3,14,11,24,11,14
771,24,7,0,19.02878761291504,19,46,42.0,19.8,0.0,2,6,3,14,12,22,14,0
669,22,7,0,19.756059646606445,14,34,41.8,19.8,0.0,2,6,3,0,24,9,14,8
262,9,8,0,1.2214415073394775,2,70,41.8,19.8,0.0,3,10,3,8,9,3,8,8
58,3,8,0,2.248478889465332,1,57,41.3,19.5,0.0,3,10,3,8,9,30,8,10
925,30,8,0,3.3186469078063965,4,44,41.3,19.5,0.0,3,10,3,10,3,31,8,4
976,31,8,0,4.046047210693359,3,76,41.8,19.8,0.0,3,10,3,4,30,15,10,4
466,15,8,0,4.871026039123535,5,52,41.8,19.8,0.0,3,10,3,4,31,6,4,10
109,6,8,0,5.93071985244751,6,60,41.3,19.5,0.0,3,10,3,10,15,8,4,6
211,8,8,0,6.878294944763184,7,46,41.6,20.2,0.0,3,10,3,6,6,16,10,6
517,16,8,0,7.894712448120117,8,45,41.8,19.8,0.0,3,10,3,6,8,13,6,13
415,13,8,0,9.035780906677246,9,0,41.3,19.7,0.0,3,10,3,13,16,1,6,13
7,1,8,0,10.081456184387207,11,56,41.8,19.8,0.0,3,7,3,13,13,25,13,7
823,25,8,0,11.208426475524902,12,40,42.0,19.8,0.0,3,7,3,7,1,23,13,11
721,23,8,0,12.018745422363281,13,50,41.8,19.8,0.0,3,10,3,11,25,21,7,9
619,21,8,0,13.127954483032227,15,35,42.0,19.8,0.0,3,7,3,9,23,27,11,9
874,27,8,0,14.167635917663574,16,39,41.3,19.5,0.0,2,7,3,9,21,7,9,0
160,7,8,0,14.936457633972168,18,0,41.8,19.8,0.0,3,7,3,0,27,19,9,7
568,19,8,0,16.149137496948242,10,68,41.2,19.8,0.0,3,7,3,7,7,11,0,11
313,11,8,0,17.037458419799805,20,57,41.8,19.8,0.0,2,7,3,11,19,12,7,14
364,12,8,0,18.18260955810547,17,48,41.3,19.5,0.0,2,7,3,14,11,22,11,0
670,22,8,0,19.179973602294922,14,34,41.8,19.8,0.0,2,7,3,0,12,24,14,14
772,24,8,0,19.609649658203125,19,46,42.0,19.8,0.0,2,7,3,14,22,9,0,8
263,9,9,0,1.2575010061264038,2,70,41.8,19.8,0.0,3,11,3,8,9,3,8,8
59,3,9,0,2.267693042755127,1,57,41.3,19.5,0.0,3,11,3,8,9,30,8,10
926,30,9,0,3.2538394927978516,4,44,41.3,19.5,0.0,3,11,3,10,3,31,8,4
977,31,9,0,4.017450332641602,3,76,41.8,19.8,0.0,3,11,3,4,30,15,10,4
467,15,9,0,4.869832992553711,5,52,41.8,19.8,0.0,3,11,3,4,31,6,4,10
110,6,9,0,5.922868251800537,6,60,41.3,19.5,0.0,3,11,3,10,15,8,4,6
212,8,9,0,6.873406887054443,7,46,41.6,20.2,0.0,3,11,3,6,6,16,10,6
518,16,9,0,7.879488945007324,8,45,41.8,19.8,0.0,3,11,3,6,8,13,6,13
416,13,9,0,8.94683837890625,9,0,41.3,19.7,0.0,3,11,3,13,16,1,6,13
8,1,9,0,10.102394104003906,11,56,41.8,19.8,0.0,3,8,3,13,13,25,13,7
824,25,9,0,11.205196380615234,12,40,42.0,19.8,0.0,3,8,3,7,1,23,13,11
722,23,9,0,12.038244247436523,13,50,41.8,19.8,0.0,3,11,3,11,25,21,7,9
620,21,9,0,13.127388000488281,15,35,42.0,19.8,0.0,3,8,3,9,23,27,11,9
875,27,9,0,14.147435188293457,16,39,41.3,19.5,0.0,2,8,3,9,21,7,9,0
161,7,9,0,14.908133506774902,18,0,41.8,19.8,0.0,3,8,3,0,27,19,9,7
569,19,9,0,16.13422203063965,10,68,41.2,19.8,0.0,3,8,3,7,7,11,0,11
314,11,9,0,17.06060218811035,20,57,41.8,19.8,0.0,2,8,3,11,19,12,7,14
365,12,9,0,18.212343215942383,17,48,41.3,19.5,0.0,2,8,3,14,11,22,11,0
671,22,9,0,19.221813201904297,14,34,41.8,19.8,0.0,2,8,3,0,12,24,14,14
773,24,9,0,19.597890853881836,19,46,42.0,19.8,0.0,2,8,3,14,22,9,0,8
264,9,10,0,1.4669508934020996,2,70,41.8,19.8,0.0,3,12,3,8,9,3,8,8
60,3,10,0,2.2314181327819824,1,57,41.3,19.5,0.0,3,12,3,8,9,30,8,10
927,30,10,0,3.5338616371154785,4,44,41.3,19.5,0.0,3,12,3,10,3,31,8,4
978,31,10,0,4.0009050369262695,3,76,41.8,19.8,0.0,3,12,3,4,30,15,10,4
468,15,10,0,4.746606826782227,5,52,41.8,19.8,0.0,3,12,3,4,31,6,4,10
111,6,10,0,5.900410175323486,6,60,41.3,19.5,0.0,3,12,3,10,15,8,4,6
213,8,10,0,6.785671234130859,7,46,41.6,20.2,0.0,3,12,3,6,6,16,10,6
519,16,10,0,7.808536529541016,8,45,41.8,19.8,0.0,3,12,3,6,8,13,6,13
417,13,10,0,8.663312911987305,9,0,41.3,19.7,0.0,3,12,3,13,16,1,6,13
9,1,10,0,10.114089965820312,11,56,41.8,19.8,0.0,3,9,3,13,13,25,13,7
825,25,10,0,11.406766891479492,12,40,42.0,19.8,0.0,3,9,3,7,1,23,13,11
723,23,10,0,12.184282302856445,13,50,41.8,19.8,0.0,3,12,3,11,25,21,7,9
621,21,10,0,13.09064769744873,15,35,42.0,19.8,0.0,3,9,3,9,23,27,11,9
876,27,10,0,14.136890411376953,16,39,41.3,19.5,0.0,2,9,3,9,21,7,9,0
162,7,10,0,14.983489036560059,18,0,41.8,19.8,0.0,3,9,3,0,27,19,9,7
570,19,10,0,16.390859603881836,10,68,41.2,19.8,0.0,3,9,3,7,7,12,0,14
366,12,10,0,17.002614974975586,17,48,41.3,19.5,0.0,2,9,3,14,19,11,7,11
315,11,10,0,18.06256675720215,20,57,41.8,19.8,0.0,2,9,3,11,12,24,14,14
774,24,10,0,18.93416976928711,19,46,42.0,19.8,0.0,2,9,3,14,11,22,11,0
672,22,10,0,19.055179595947266,14,34,41.8,19.8,0.0,2,9,3,0,24,9,14,8
265,9,11,0,1.5683002471923828,2,70,41.8,19.8,0.0,3,13,3,8,9,3,8,8
61,3,11,0,2.44167423248291,1,57,41.3,19.5,0.0,3,13,3,8,9,30,8,10
928,30,11,0,3.4654712677001953,4,44,41.3,19.5,0.0,3,13,3,10,3,31,8,4
979,31,11,0,4.029513835906982,3,76,41.8,19.8,0.0,3,13,3,4,30,15,10,4
469,15,11,0,4.754962921142578,5,52,41.8,19.8,0.0,3,13,3,4,31,6,4,10
112,6,11,0,5.866078853607178,6,60,41.3,19.5,0.0,3,13,3,10,15,8,4,6
214,8,11,0,6.768631935119629,7,46,41.6,20.2,0.0,3,13,3,6,6,16,10,6
520,16,11,0,7.763646602630615,8,45,41.8,19.8,0.0,3,13,3,6,8,13,6,13
418,13,11,0,8.877549171447754,9,0,41.3,19.7,0.0,3,13,3,13,16,1,6,13
10,1,11,0,10.21801471710205,11,56,41.8,19.8,0.0,3,10,3,13,13,25,13,7
826,25,11,0,11.444796562194824,12,40,42.0,19.8,0.0,3,10,3,7,1,23,13,11
724,23,11,0,12.127471923828125,13,50,41.8,19.8,0.0,3,13,3,11,25,21,7,9
622,21,11,0,13.297684669494629,15,35,42.0,19.8,0.0,3,10,3,9,23,27,11,9
877,27,11,0,14.315330505371094,16,39,41.3,19.5,0.0,2,10,3,9,21,7,9,0
163,7,11,0,14.799805641174316,18,0,41.8,19.8,0.0,3,10,3,0,27,19,9,7
571,19,11,0,16.323305130004883,10,68,41.2,19.8,0.0,3,10,3,7,7,11,0,11
316,11,11,0,17.07485580444336,20,57,41.8,19.8,0.0,2,10,3,11,19,12,7,14
367,12,11,0,18.312528610229492,17,48,41.3,19.5,0.0,2,10,3,14,11,24,11,14
775,24,11,0,19.217863082885742,19,46,42.0,19.8,0.0,2,10,3,14,12,22,14,0
673,22,11,0,19.76572608947754,14,34,41.8,19.8,0.0,2,10,3,0,24,9,14,8
266,9,12,0,1.5050992965698242,2,70,41.8,19.8,0.0,3,14,3,8,9,3,8,8
62,3,12,0,2.614699363708496,1,57,41.3,19.5,0.0,3,14,3,8,9,30,8,10
929,30,12,0,3.353447437286377,4,44,41.3,19.5,0.0,3,14,3,10,3,31,8,4
980,31,12,0,3.9758853912353516,3,76,41.8,19.8,0.0,3,14,3,4,30,15,10,4
470,15,12,0,4.769529819488525,5,52,41.8,19.8,0.0,3,14,3,4,31,6,4,10
113,6,12,0,5.870368480682373,6,60,41.3,19.5,0.0,3,14,3,10,15,8,4,6
215,8,12,0,6.771642208099365,7,46,41.6,20.2,0.0,3,14,3,6,6,16,10,6
521,16,12,0,7.744475841522217,8,45,41.8,19.8,0.0,3,14,3,6,8,13,6,13
419,13,12,0,8.767260551452637,9,0,41.3,19.7,0.0,3,14,3,13,16,1,6,13
11,1,12,0,10.24972915649414,11,56,41.8,19.8,0.0,3,11,3,13,13,25,13,7
827,25,12,0,11.448857307434082,12,40,42.0,19.8,0.0,3,11,3,7,1,23,13,11
725,23,12,0,12.166980743408203,13,50,41.8,19.8,0.0,3,14,3,11,25,21,7,9
623,21,12,0,13.270898818969727,15,35,42.0,19.8,0.0,3,11,3,9,23,27,11,9
878,27,12,0,14.272618293762207,16,39,41.3,19.5,0.0,2,11,3,9,21,7,9,0
164,7,12,0,14.772248268127441,18,0,41.8,19.8,0.0,3,11,3,0,27,19,9,7
572,19,12,0,16.335346221923828,10,68,41.2,19.8,0.0,3,11,3,7,7,11,0,11
317,11,12,0,17.158151626586914,20,57,41.8,19.8,0.0,2,11,3,11,19,12,7,14
368,12,12,0,18.472623825073242,17,48,41.3,19.5,0.0,2,11,3,14,11,22,11,0
674,22,12,0,19.515243530273438,14,34,41.8,19.8,0.0,2,11,3,0,12,24,14,14
776,24,12,0,19.52226448059082,19,46,42.0,19.8,0.0,2,11,3,14,22,9,0,8
267,9,13,0,1.5070321559906006,2,70,41.8,19.8,0.0,3,15,3,8,9,3,8,8
63,3,13,0,2.651111602783203,1,57,41.3,19.5,0.0,3,15,3,8,9,30,8,10
930,30,13,0,3.2181196212768555,4,44,41.3,19.5,0.0,3,15,3,10,3,31,8,4
981,31,13,0,3.9020280838012695,3,76,41.8,19.8,0.0,3,15,3,4,30,15,10,4
471,15,13,0,4.774413108825684,5,52,41.8,19.8,0.0,3,15,3,4,31,6,4,10
114,6,13,0,5.881963729858398,6,60,41.3,19.5,0.0,3,15,3,10,15,8,4,6
216,8,13,0,6.787410736083984,7,46,41.6,20.2,0.0,3,15,3,6,6,16,10,6
522,16,13,0,7.735333442687988,8,45,41.8,19.8,0.0,3,15,3,6,8,13,6,13
420,13,13,0,8.645259857177734,9,0,41.3,19.7,0.0,3,15,3,13,16,1,6,13
12,1,13,0,10.284107208251953,11,56,41.8,19.8,0.0,3,12,3,13,13,25,13,7
828,25,13,0,11.46757698059082,12,40,42.0,19.8,0.0,3,12,3,7,1,23,13,11
726,23,13,0,12.219305992126465,13,50,41.8,19.8,0.0,3,15,3,11,25,21,7,9
624,21,13,0,13.291523933410645,15,35,42.0,19.8,0.0,3,12,3,9,23,27,11,9
879,27,13,0,14.260499954223633,16,39,41.3,19.5,0.0,2,12,3,9,21,7,9,0
165,7,13,0,14.728608131408691,18,0,41.8,19.8,0.0,3,12,3,0,27,19,9,7
573,19,13,0,16.352163314819336,10,68,41.2,19.8,0.0,3,12,3,7,7,11,0,11
318,11,13,0,17.248321533203125,20,57,41.8,19.8,0.0,2,12,3,11,19,12,7,14
369,12,13,0,18.52923583984375,17,48,41.3,19.5,0.0,2,12,3,14,11,24,11,14
777,24,13,0,19.545408248901367,19,46,42.0,19.8,0.0,2,12,3,14,12,22,14,0
675,22,13,0,19.579933166503906,14,34,41.8,19.8,0.0,2,12,3,0,24,9,14,8
268,9,14,0,1.6590263843536377,2,70,41.8,19.8,0.0,3,16,3,8,9,3,8,8
64,3,14,0,2.6118862628936768,1,57,41.3,19.5,0.0,3,16,3,8,9,30,8,10
931,30,14,0,3.459129810333252,4,44,41.3,19.5,0.0,3,16,3,10,3,31,8,4
982,31,14,0,3.842522621154785,3,76,41.8,19.8,0.0,3,16,3,4,30,15,10,4
472,15,14,0,4.667383193969727,5,52,41.8,19.8,0.0,3,16,3,4,31,6,4,10
115,6,14,0,5.882591247558594,6,60,41.3,19.5,0.0,3,16,3,10,15,8,4,6
217,8,14,0,6.729418754577637,7,46,41.6,20.2,0.0,3,16,3,6,6,16,10,6
523,16,14,0,7.667362213134766,8,45,41.8,19.8,0.0,3,16,3,6,8,13,6,13
421,13,14,0,8.316808700561523,9,0,41.3,19.7,0.0,3,16,3,13,16,1,6,13
13,1,14,0,10.299779891967773,11,56,41.8,19.8,0.0,3,13,3,13,13,25,13,7
829,25,14,0,11.735448837280273,12,40,42.0,19.8,0.0,3,13,3,7,1,23,13,11
727,23,14,0,12.385736465454102,13,50,41.8,19.8,0.0,3,16,3,11,25,21,7,9
625,21,14,0,13.269103050231934,15,35,42.0,19.8,0.0,3,13,3,9,23,27,11,9
880,27,14,0,14.268735885620117,16,39,41.3,19.5,0.0,2,13,3,9,21,7,9,0
166,7,14,0,14.819973945617676,18,0,41.8,19.8,0.0,3,13,3,0,27,19,9,7
574,19,14,0,16.60390853881836,10,68,41.2,19.8,0.0,3,13,3,7,7,12,0,14
370,12,14,0,16.843748092651367,17,48,41.3,19.5,0.0,2,13,3,14,19,11,7,11
319,11,14,0,18.107189178466797,20,57,41.8,19.8,0.0,2,13,3,11,12,24,14,14
778,24,14,0,19.30435562133789,19,46,42.0,19.8,0.0,2,13,3,14,11,22,11,0
