,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,driverNext,teamPrev,teamNext
243,8,40,0,6.263869762420654,7,46,41.6,20.2,0.0,3,42,3,6,6,13,10,13
447,13,40,0,6.542540550231934,9,0,41.3,19.7,0.0,3,42,3,13,8,16,6,6
549,16,40,0,6.689556121826172,8,45,41.8,19.8,0.0,3,42,3,6,13,1,13,13
39,1,40,0,11.328452110290527,11,56,41.8,19.8,0.0,3,39,3,13,16,25,6,7
855,25,40,0,13.649491310119629,12,40,42.0,19.8,0.0,3,39,3,7,1,23,13,11
753,23,40,0,13.698989868164062,13,50,41.8,19.8,0.0,3,42,3,11,25,7,7,0
192,7,40,0,14.142314910888672,18,0,41.8,19.8,0.0,3,39,3,0,23,21,11,9
651,21,40,0,14.775310516357422,15,35,42.0,19.8,0.0,3,39,3,9,7,27,0,9
906,27,40,0,15.38704776763916,16,39,41.3,19.5,0.0,2,39,3,9,21,19,9,7
600,19,40,0,16.97722625732422,10,68,41.2,19.8,0.0,3,39,3,7,27,11,9,11
345,11,40,0,18.211524963378906,20,57,41.8,19.8,0.0,2,39,3,11,19,12,7,14
396,12,40,0,18.997880935668945,17,48,41.3,19.5,0.0,2,39,3,14,11,24,11,14
804,24,40,0,19.51445198059082,19,46,42.0,19.8,0.0,2,39,3,14,12,22,14,0
702,22,40,0,19.62501335144043,14,34,41.8,19.8,0.0,2,39,3,0,24,9,14,8
295,9,41,0,2.1278698444366455,2,70,41.8,19.8,0.0,3,43,3,8,9,3,8,8
91,3,41,0,2.550295352935791,1,57,41.3,19.5,0.0,3,43,3,8,9,30,8,10
958,30,41,0,2.7519500255584717,4,44,41.3,19.5,0.0,3,43,3,10,3,15,8,4
499,15,41,0,4.183238506317139,5,52,41.8,19.8,0.0,3,43,3,4,30,31,10,4
1009,31,41,0,4.230289936065674,3,76,41.8,19.8,0.0,3,43,3,4,15,6,4,10
142,6,41,0,5.028800964355469,6,60,41.3,19.5,0.0,3,43,3,10,31,8,4,6
244,8,41,0,6.1560821533203125,7,46,41.6,20.2,0.0,3,43,3,6,6,16,10,6
550,16,41,0,6.62075662612915,8,45,41.8,19.8,0.0,3,43,3,6,8,13,6,13
448,13,41,0,6.64449405670166,9,0,41.3,19.7,0.0,3,43,3,13,16,1,6,13
40,1,41,0,11.348048210144043,11,56,41.8,19.8,0.0,3,40,3,13,13,7,13,0
193,7,41,0,13.723967552185059,18,0,41.8,19.8,0.0,3,40,3,0,1,25,13,7
856,25,41,0,13.790567398071289,12,40,42.0,19.8,0.0,3,40,3,7,7,23,0,11
754,23,41,0,13.857577323913574,13,50,41.8,19.8,0.0,3,43,3,11,25,21,7,9
652,21,41,0,15.121011734008789,15,35,42.0,19.8,0.0,3,40,3,9,23,27,11,9
907,27,41,0,15.404492378234863,16,39,41.3,19.5,0.0,2,40,3,9,21,19,9,7
601,19,41,0,16.98649024963379,10,68,41.2,19.8,0.0,3,40,3,7,27,11,9,11
346,11,41,0,17.962932586669922,20,57,41.8,19.8,0.0,2,40,3,11,19,12,7,14
397,12,41,0,19.219284057617188,17,48,41.3,19.5,0.0,2,40,3,14,11,24,11,14
805,24,41,0,19.475160598754883,19,46,42.0,19.8,0.0,2,40,3,14,12,22,14,0
703,22,41,0,19.5794677734375,14,34,41.8,19.8,0.0,2,40,3,0,24,9,14,8
296,9,42,0,2.131133556365967,2,70,41.8,19.8,0.0,3,44,3,8,9,3,8,8
92,3,42,0,2.4586730003356934,1,57,41.3,19.5,0.0,3,44,3,8,9,30,8,10
959,30,42,0,3.0581912994384766,4,44,41.3,19.5,0.0,3,44,3,10,3,15,8,4
500,15,42,0,4.12029504776001,5,52,41.8,19.8,0.0,3,44,3,4,30,31,10,4
1010,31,42,0,4.2503662109375,3,76,41.8,19.8,0.0,3,44,3,4,15,6,4,10
143,6,42,0,5.018868446350098,6,60,41.3,19.5,0.0,3,44,3,10,31,8,4,6
245,8,42,0,6.055370330810547,7,46,41.6,20.2,0.0,3,44,3,6,6,16,10,6
551,16,42,0,6.543745040893555,8,45,41.8,19.8,0.0,3,44,3,6,8,13,6,13
449,13,42,0,6.607415199279785,9,0,41.3,19.7,0.0,3,44,3,13,16,1,6,13
41,1,42,0,11.321026802062988,11,56,41.8,19.8,0.0,3,41,3,13,13,23,13,11
755,23,42,0,14.038710594177246,13,50,41.8,19.8,0.0,3,44,3,11,1,25,13,7
857,25,42,0,14.108831405639648,12,40,42.0,19.8,0.0,3,41,3,7,23,7,11,0
194,7,42,0,14.146259307861328,18,0,41.8,19.8,0.0,3,41,3,0,25,21,7,9
653,21,42,0,14.925257682800293,15,35,42.0,19.8,0.0,3,41,3,9,7,27,0,9
908,27,42,0,15.218876838684082,16,39,41.3,19.5,0.0,2,41,3,9,21,12,9,14
398,12,42,0,16.032794952392578,17,48,41.3,19.5,0.0,2,41,3,14,27,19,9,7
602,19,42,0,16.996213912963867,10,68,41.2,19.8,0.0,3,41,3,7,12,11,14,11
347,11,42,0,18.132469177246094,20,57,41.8,19.8,0.0,2,41,3,11,19,22,7,0
704,22,42,0,19.479434967041016,14,34,41.8,19.8,0.0,2,41,3,0,11,24,11,14
806,24,42,0,19.48910903930664,19,46,42.0,19.8,0.0,2,41,3,14,22,9,0,8
297,9,43,0,2.1603810787200928,2,70,41.8,19.8,0.0,3,45,3,8,9,3,8,8
93,3,43,0,2.4345717430114746,1,57,41.3,19.5,0.0,3,45,3,8,9,30,8,10
960,30,43,0,2.587993621826172,4,44,41.3,19.5,0.0,3,45,3,10,3,15,8,4
501,15,43,0,4.169819355010986,5,52,41.8,19.8,0.0,3,45,3,4,30,31,10,4
1011,31,43,0,4.258640766143799,3,76,41.8,19.8,0.0,3,45,3,4,15,6,4,10
144,6,43,0,5.278464317321777,6,60,41.3,19.5,0.0,3,45,3,10,31,8,4,6
246,8,43,0,6.127098560333252,7,46,41.6,20.2,0.0,3,45,3,6,6,16,10,6
552,16,43,0,6.469198226928711,8,45,41.8,19.8,0.0,3,45,3,6,8,13,6,13
450,13,43,0,6.665367126464844,9,0,41.3,19.7,0.0,3,45,3,13,16,1,6,13
42,1,43,0,11.660590171813965,11,56,41.8,19.8,0.0,3,42,3,13,13,7,13,0
195,7,43,0,13.532708168029785,18,0,41.8,19.8,0.0,3,42,3,0,1,23,13,11
756,23,43,0,13.868990898132324,13,50,41.8,19.8,0.0,3,45,3,11,7,25,0,7
858,25,43,0,14.067413330078125,12,40,42.0,19.8,0.0,3,42,3,7,23,21,11,9
654,21,43,0,15.411933898925781,15,35,42.0,19.8,0.0,3,42,3,9,25,27,7,9
909,27,43,0,15.907919883728027,16,39,41.3,19.5,0.0,2,42,3,9,21,19,9,7
603,19,43,0,17.083595275878906,10,68,41.2,19.8,0.0,3,42,3,7,27,12,9,14
399,12,43,0,17.32468032836914,17,48,41.3,19.5,0.0,2,42,3,14,19,11,7,11
348,11,43,0,18.14002799987793,20,57,41.8,19.8,0.0,2,42,3,11,12,22,14,0
705,22,43,0,19.45269012451172,14,34,41.8,19.8,0.0,2,42,3,0,11,24,11,14
807,24,43,0,19.473649978637695,19,46,42.0,19.8,0.0,2,42,3,14,22,9,0,8
298,9,44,0,2.1643590927124023,2,70,41.8,19.8,0.0,3,46,3,8,9,3,8,8
94,3,44,0,2.4484946727752686,1,57,41.3,19.5,0.0,3,46,3,8,9,30,8,10
961,30,44,0,2.615408420562744,4,44,41.3,19.5,0.0,3,46,3,10,3,15,8,4
502,15,44,0,4.070849418640137,5,52,41.8,19.8,0.0,3,46,3,4,30,31,10,4
1012,31,44,0,4.174225807189941,3,76,41.8,19.8,0.0,3,46,3,4,15,6,4,10
145,6,44,0,5.15544319152832,6,60,41.3,19.5,0.0,3,46,3,10,31,8,4,6
247,8,44,0,6.2586259841918945,7,46,41.6,20.2,0.0,3,46,3,6,6,13,10,13
451,13,44,0,6.407163143157959,9,0,41.3,19.7,0.0,3,46,3,13,8,16,6,6
553,16,44,0,6.47047233581543,8,45,41.8,19.8,0.0,3,46,3,6,13,1,13,13
43,1,44,0,11.55617904663086,11,56,41.8,19.8,0.0,3,43,3,13,16,23,6,11
757,23,44,0,13.813054084777832,13,50,41.8,19.8,0.0,3,46,3,11,1,25,13,7
859,25,44,0,14.07662296295166,12,40,42.0,19.8,0.0,3,43,3,7,23,7,11,0
196,7,44,0,14.129717826843262,18,0,41.8,19.8,0.0,3,43,3,0,25,21,7,9
655,21,44,0,15.052409172058105,15,35,42.0,19.8,0.0,3,43,3,9,7,27,0,9
910,27,44,0,15.700648307800293,16,39,41.3,19.5,0.0,2,43,3,9,21,19,9,7
604,19,44,0,16.945369720458984,10,68,41.2,19.8,0.0,3,43,3,7,27,11,9,11
349,11,44,0,18.12060546875,20,57,41.8,19.8,0.0,2,43,3,11,19,12,7,14
400,12,44,0,18.592405319213867,17,48,41.3,19.5,0.0,2,43,3,14,11,22,11,0
706,22,44,0,19.405393600463867,14,34,41.8,19.8,0.0,2,43,3,0,12,24,14,14
808,24,44,0,19.428817749023438,19,46,42.0,19.8,0.0,2,43,3,14,22,9,0,8
299,9,45,0,2.144165515899658,2,70,41.8,19.8,0.0,3,47,3,8,9,3,8,8
95,3,45,0,2.413783550262451,1,57,41.3,19.5,0.0,3,47,3,8,9,30,8,10
962,30,45,0,2.567172050476074,4,44,41.3,19.5,0.0,3,47,3,10,3,31,8,4
1013,31,45,0,4.126077651977539,3,76,41.8,19.8,0.0,3,47,3,4,30,15,10,4
503,15,45,0,4.1753435134887695,5,52,41.8,19.8,0.0,3,47,3,4,31,6,4,10
146,6,45,0,5.09726619720459,6,60,41.3,19.5,0.0,3,47,3,10,15,8,4,6
248,8,45,0,6.111712455749512,7,46,41.6,20.2,0.0,3,47,3,6,6,16,10,6
554,16,45,0,6.440794467926025,8,45,41.8,19.8,0.0,3,47,3,6,8,13,6,13
452,13,45,0,6.685091018676758,9,0,41.3,19.7,0.0,3,47,3,13,16,1,6,13
44,1,45,0,11.574159622192383,11,56,41.8,19.8,0.0,3,44,3,13,13,7,13,0
197,7,45,0,13.723670959472656,18,0,41.8,19.8,0.0,3,44,3,0,1,23,13,11
758,23,45,0,14.135263442993164,13,50,41.8,19.8,0.0,3,47,3,11,7,25,0,7
860,25,45,0,14.147933959960938,12,40,42.0,19.8,0.0,3,44,3,7,23,21,11,9
656,21,45,0,15.374913215637207,15,35,42.0,19.8,0.0,3,44,3,9,25,27,7,9
911,27,45,0,15.745902061462402,16,39,41.3,19.5,0.0,2,44,3,9,21,19,9,7
605,19,45,0,16.952360153198242,10,68,41.2,19.8,0.0,3,44,3,7,27,11,9,11
350,11,45,0,18.002548217773438,20,57,41.8,19.8,0.0,2,44,3,11,19,12,7,14
401,12,45,0,18.97793960571289,17,48,41.3,19.5,0.0,2,44,3,14,11,22,11,0
707,22,45,0,19.360506057739258,14,34,41.8,19.8,0.0,2,44,3,0,12,24,14,14
809,24,45,0,19.380517959594727,19,46,42.0,19.8,0.0,2,44,3,14,22,9,0,8
300,9,46,0,2.1347293853759766,2,70,41.8,19.8,0.0,3,48,3,8,9,3,8,8
96,3,46,0,2.340449810028076,1,57,41.3,19.5,0.0,3,48,3,8,9,30,8,10
963,30,46,0,2.7983174324035645,4,44,41.3,19.5,0.0,3,48,3,10,3,15,8,4
504,15,46,0,4.051692485809326,5,52,41.8,19.8,0.0,3,48,3,4,30,31,10,4
1014,31,46,0,4.1168904304504395,3,76,41.8,19.8,0.0,3,48,3,4,15,6,4,10
147,6,46,0,5.0816168785095215,6,60,41.3,19.5,0.0,3,48,3,10,31,8,4,6
249,8,46,0,6.056337356567383,7,46,41.6,20.2,0.0,3,48,3,6,6,16,10,6
555,16,46,0,6.406060218811035,8,45,41.8,19.8,0.0,3,48,3,6,8,13,6,13
453,13,46,0,6.462100028991699,9,0,41.3,19.7,0.0,3,48,3,13,16,1,6,13
45,1,46,0,11.468574523925781,11,56,41.8,19.8,0.0,3,45,3,13,13,7,13,0
198,7,46,0,14.080159187316895,18,0,41.8,19.8,0.0,3,45,3,0,1,23,13,11
759,23,46,0,14.355891227722168,13,50,41.8,19.8,0.0,3,48,3,11,7,25,0,7
861,25,46,0,14.440683364868164,12,40,42.0,19.8,0.0,3,45,3,7,23,21,11,9
657,21,46,0,15.298735618591309,15,35,42.0,19.8,0.0,3,45,3,9,25,27,7,9
912,27,46,0,15.48855209350586,16,39,41.3,19.5,0.0,2,45,3,9,21,12,9,14
402,12,46,0,15.939499855041504,17,48,41.3,19.5,0.0,2,45,3,14,27,19,9,7
606,19,46,0,16.983285903930664,10,68,41.2,19.8,0.0,3,45,3,7,12,11,14,11
351,11,46,0,18.007814407348633,20,57,41.8,19.8,0.0,2,45,3,11,19,24,7,14
810,24,46,0,19.30447006225586,19,46,42.0,19.8,0.0,2,45,3,14,11,22,11,0
708,22,46,0,19.34524917602539,14,34,41.8,19.8,0.0,2,45,3,0,24,9,14,8
301,9,47,0,2.1414096355438232,2,70,41.8,19.8,0.0,3,49,3,8,9,3,8,8
97,3,47,0,2.3135414123535156,1,57,41.3,19.5,0.0,3,49,3,8,9,30,8,10
964,30,47,0,2.420962333679199,4,44,41.3,19.5,0.0,3,49,3,10,3,31,8,4
1015,31,47,0,4.082194805145264,3,76,41.8,19.8,0.0,3,49,3,4,30,15,10,4
505,15,47,0,4.145051002502441,5,52,41.8,19.8,0.0,3,49,3,4,31,6,4,10
148,6,47,0,5.3380584716796875,6,60,41.3,19.5,0.0,3,49,3,10,15,8,4,6
250,8,47,0,6.09021520614624,7,46,41.6,20.2,0.0,3,49,3,6,6,16,10,6
556,16,47,0,6.339933395385742,8,45,41.8,19.8,0.0,3,49,3,6,8,13,6,13
454,13,47,0,6.545070171356201,9,0,41.3,19.7,0.0,3,49,3,13,16,1,6,13
46,1,47,0,11.853147506713867,11,56,41.8,19.8,0.0,3,46,3,13,13,7,13,0
199,7,47,0,13.441126823425293,18,0,41.8,19.8,0.0,3,46,3,0,1,23,13,11
760,23,47,0,14.248929023742676,13,50,41.8,19.8,0.0,3,49,3,11,7,25,0,7
862,25,47,0,14.418333053588867,12,40,42.0,19.8,0.0,3,46,3,7,23,21,11,9
658,21,47,0,15.621813774108887,15,35,42.0,19.8,0.0,3,46,3,9,25,27,7,9
913,27,47,0,16.150001525878906,16,39,41.3,19.5,0.0,2,46,3,9,21,19,9,7
607,19,47,0,17.048242568969727,10,68,41.2,19.8,0.0,3,46,3,7,27,12,9,14
403,12,47,0,17.1474609375,17,48,41.3,19.5,0.0,2,46,3,14,19,11,7,11
352,11,47,0,18.42210578918457,20,57,41.8,19.8,0.0,2,46,3,11,12,24,14,14
811,24,47,0,19.207626342773438,19,46,42.0,19.8,0.0,2,46,3,14,11,22,11,0
709,22,47,0,19.31210708618164,14,34,41.8,19.8,0.0,2,46,3,0,24,9,14,8
302,9,48,0,2.133056163787842,2,70,41.8,19.8,0.0,3,50,3,8,9,3,8,8
98,3,48,0,2.3191003799438477,1,57,41.3,19.5,0.0,3,50,3,8,9,30,8,10
965,30,48,0,2.4040958881378174,4,44,41.3,19.5,0.0,3,50,3,10,3,15,8,4
506,15,48,0,3.96444034576416,5,52,41.8,19.8,0.0,3,50,3,4,30,31,10,4
1016,31,48,0,3.9648079872131348,3,76,41.8,19.8,0.0,3,50,3,4,15,6,4,10
149,6,48,0,5.1825995445251465,6,60,41.3,19.5,0.0,3,50,3,10,31,8,4,6
251,8,48,0,6.16934061050415,7,46,41.6,20.2,0.0,3,50,3,6,6,16,10,6
557,16,48,0,6.329306602478027,8,45,41.8,19.8,0.0,3,50,3,6,8,13,6,13
455,13,48,0,6.394598007202148,9,0,41.3,19.7,0.0,3,50,3,13,16,1,6,13
47,1,48,0,11.584611892700195,11,56,41.8,19.8,0.0,3,47,3,13,13,7,13,0
200,7,48,0,14.119731903076172,18,0,41.8,19.8,0.0,3,47,3,0,1,23,13,11
761,23,48,0,14.293888092041016,13,50,41.8,19.8,0.0,3,50,3,11,7,25,0,7
863,25,48,0,14.3518648147583,12,40,42.0,19.8,0.0,3,47,3,7,23,21,11,9
659,21,48,0,15.425773620605469,15,35,42.0,19.8,0.0,3,47,3,9,25,27,7,9
914,27,48,0,16.059181213378906,16,39,41.3,19.5,0.0,2,47,3,9,21,19,9,7
608,19,48,0,16.932531356811523,10,68,41.2,19.8,0.0,3,47,3,7,27,12,9,14
404,12,48,0,18.264331817626953,17,48,41.3,19.5,0.0,2,47,3,14,19,11,7,11
353,11,48,0,18.310815811157227,20,57,41.8,19.8,0.0,2,47,3,11,12,24,14,14
812,24,48,0,19.172569274902344,19,46,42.0,19.8,0.0,2,47,3,14,11,22,11,0
710,22,48,0,19.291654586791992,14,34,41.8,19.8,0.0,2,47,3,0,24,9,14,8
303,9,49,0,2.104797601699829,2,70,41.8,19.8,0.0,3,51,3,8,9,3,8,8
99,3,49,0,2.293886661529541,1,57,41.3,19.5,0.0,3,51,3,8,9,30,8,10
966,30,49,0,2.411316156387329,4,44,41.3,19.5,0.0,3,51,3,10,3,15,8,4
507,15,49,0,4.0351409912109375,5,52,41.8,19.8,0.0,3,51,3,4,30,31,10,4
1017,31,49,0,4.074032306671143,3,76,41.8,19.8,0.0,3,51,3,4,15,6,4,10
150,6,49,0,5.051513195037842,6,60,41.3,19.5,0.0,3,51,3,10,31,8,4,6
252,8,49,0,6.019673824310303,7,46,41.6,20.2,0.0,3,51,3,6,6,16,10,6
558,16,49,0,6.316028594970703,8,45,41.8,19.8,0.0,3,51,3,6,8,13,6,13
456,13,49,0,6.651863098144531,9,0,41.3,19.7,0.0,3,51,3,13,16,1,6,13
48,1,49,0,11.759410858154297,11,56,41.8,19.8,0.0,3,48,3,13,13,7,13,0
201,7,49,0,13.687432289123535,18,0,41.8,19.8,0.0,3,48,3,0,1,25,13,7
864,25,49,0,14.48757266998291,12,40,42.0,19.8,0.0,3,48,3,7,7,23,0,11
762,23,49,0,14.51080322265625,13,50,41.8,19.8,0.0,3,51,3,11,25,21,7,9
660,21,49,0,15.638104438781738,15,35,42.0,19.8,0.0,3,48,3,9,23,27,11,9
915,27,49,0,16.097705841064453,16,39,41.3,19.5,0.0,2,48,3,9,21,19,9,7
609,19,49,0,16.95013427734375,10,68,41.2,19.8,0.0,3,48,3,7,27,11,9,11
354,11,49,0,17.91567611694336,20,57,41.8,19.8,0.0,2,48,3,11,19,12,7,14
405,12,49,0,18.93546485900879,17,48,41.3,19.5,0.0,2,48,3,14,11,24,11,14
813,24,49,0,19.14401626586914,19,46,42.0,19.8,0.0,2,48,3,14,12,22,14,0
711,22,49,0,19.266357421875,14,34,41.8,19.8,0.0,2,48,3,0,24,9,14,8
304,9,50,0,2.0795321464538574,2,70,41.8,19.8,0.0,3,52,3,8,9,3,8,8
100,3,50,0,2.236144781112671,1,57,41.3,19.5,0.0,3,52,3,8,9,30,8,10
967,30,50,0,2.5392956733703613,4,44,41.3,19.5,0.0,3,52,3,10,3,31,8,4
1018,31,50,0,3.905611038208008,3,76,41.8,19.8,0.0,3,52,3,4,30,15,10,4
508,15,50,0,3.9414939880371094,5,52,41.8,19.8,0.0,3,52,3,4,31,6,4,10
151,6,50,0,5.070423603057861,6,60,41.3,19.5,0.0,3,52,3,10,15,8,4,6
253,8,50,0,5.959730625152588,7,46,41.6,20.2,0.0,3,52,3,6,6,16,10,6
559,16,50,0,6.299703598022461,8,45,41.8,19.8,0.0,3,52,3,6,8,13,6,13
457,13,50,0,6.3812384605407715,9,0,41.3,19.7,0.0,3,52,3,13,16,1,6,13
49,1,50,0,11.494630813598633,11,56,41.8,19.8,0.0,3,49,3,13,13,7,13,0
202,7,50,0,14.162676811218262,18,0,41.8,19.8,0.0,3,49,3,0,1,25,13,7
865,25,50,0,14.73222827911377,12,40,42.0,19.8,0.0,3,49,3,7,7,23,0,11
763,23,50,0,14.7424898147583,13,50,41.8,19.8,0.0,3,52,3,11,25,21,7,9
661,21,50,0,15.608122825622559,15,35,42.0,19.8,0.0,3,49,3,9,23,27,11,9
916,27,50,0,15.766910552978516,16,39,41.3,19.5,0.0,2,49,3,9,21,12,9,14
406,12,50,0,15.853348731994629,17,48,41.3,19.5,0.0,2,49,3,14,27,19,9,7
610,19,50,0,17.032470703125,10,68,41.2,19.8,0.0,3,49,3,7,12,11,14,11
355,11,50,0,17.880529403686523,20,57,41.8,19.8,0.0,2,49,3,11,19,24,7,14
814,24,50,0,19.165878295898438,19,46,42.0,19.8,0.0,2,49,3,14,11,22,11,0
712,22,50,0,19.225080490112305,14,34,41.8,19.8,0.0,2,49,3,0,24,9,14,8
305,9,51,0,2.065980911254883,2,70,41.8,19.8,0.0,3,53,3,8,9,3,8,8
101,3,51,0,2.2072558403015137,1,57,41.3,19.5,0.0,3,53,3,8,9,30,8,10
968,30,51,0,2.329969644546509,4,44,41.3,19.5,0.0,3,53,3,10,3,15,8,4
509,15,51,0,3.9027295112609863,5,52,41.8,19.8,0.0,3,53,3,4,30,31,10,4
1019,31,51,0,4.049300670623779,3,76,41.8,19.8,0.0,3,53,3,4,15,6,4,10
152,6,51,0,5.3087992668151855,6,60,41.3,19.5,0.0,3,53,3,10,31,8,4,6
254,8,51,0,5.989322662353516,7,46,41.6,20.2,0.0,3,53,3,6,6,16,10,6
560,16,51,0,6.2339348793029785,8,45,41.8,19.8,0.0,3,53,3,6,8,13,6,13
458,13,51,0,6.425317764282227,9,0,41.3,19.7,0.0,3,53,3,13,16,1,6,13
50,1,51,0,11.80729866027832,11,56,41.8,19.8,0.0,3,50,3,13,13,7,13,0
203,7,51,0,13.29430103302002,18,0,41.8,19.8,0.0,3,50,3,0,1,23,13,11
764,23,51,0,14.658507347106934,13,50,41.8,19.8,0.0,3,53,3,11,7,25,0,7
866,25,51,0,14.735235214233398,12,40,42.0,19.8,0.0,3,50,3,7,23,21,11,9
662,21,51,0,15.880252838134766,15,35,42.0,19.8,0.0,3,50,3,9,25,27,7,9
917,27,51,0,16.385517120361328,16,39,41.3,19.5,0.0,2,50,3,9,21,19,9,7
611,19,51,0,16.99945068359375,10,68,41.2,19.8,0.0,3,50,3,7,27,12,9,14
407,12,51,0,17.026336669921875,17,48,41.3,19.5,0.0,2,50,3,14,19,11,7,11
356,11,51,0,17.862775802612305,20,57,41.8,19.8,0.0,2,50,3,11,12,24,14,14
815,24,51,0,19.1688175201416,19,46,42.0,19.8,0.0,2,50,3,14,11,22,11,0
713,22,51,0,19.21839141845703,14,34,41.8,19.8,0.0,2,50,3,0,24,9,14,8
1025,9,52,0,2.046675682067871,2,70,41.8,19.8,0.0,3,54,3,8,9,3,8,8
1021,3,52,0,2.2089595794677734,1,57,41.3,19.5,0.0,3,54,3,8,9,30,8,10
1038,30,52,0,2.224066734313965,4,44,41.3,19.5,0.0,3,54,3,10,3,31,8,4
1039,31,52,0,3.7616162300109863,3,76,41.8,19.8,0.0,3,54,3,4,30,15,10,4
1029,15,52,0,3.9383745193481445,5,52,41.8,19.8,0.0,3,54,3,4,31,6,4,10
1022,6,52,0,5.155716419219971,6,60,41.3,19.5,0.0,3,54,3,10,15,8,4,6
1024,8,52,0,6.076680660247803,7,46,41.6,20.2,0.0,3,54,3,6,6,16,10,6
1030,16,52,0,6.22570276260376,8,45,41.8,19.8,0.0,3,54,3,6,8,13,6,13
1028,13,52,0,6.266219615936279,9,0,41.3,19.7,0.0,3,54,3,13,16,1,6,13
1020,1,52,0,11.584754943847656,11,56,41.8,19.8,0.0,3,51,3,13,13,7,13,0
1023,7,52,0,14.255127906799316,18,0,41.8,19.8,0.0,3,51,3,0,1,25,13,7
1036,25,52,0,14.66201114654541,12,40,42.0,19.8,0.0,3,51,3,7,7,23,0,11
1034,23,52,0,14.689789772033691,13,50,41.8,19.8,0.0,3,54,3,11,25,21,7,9
1032,21,52,0,15.716150283813477,15,35,42.0,19.8,0.0,3,51,3,9,23,27,11,9
1037,27,52,0,16.39118194580078,16,39,41.3,19.5,0.0,2,51,3,9,21,19,9,7
1031,19,52,0,16.912551879882812,10,68,41.2,19.8,0.0,3,51,3,7,27,12,9,14
1027,12,52,0,17.953630447387695,17,48,41.3,19.5,0.0,2,51,3,14,19,11,7,11
1026,11,52,0,18.060930252075195,20,57,41.8,19.8,0.0,2,51,3,11,12,24,14,14
1035,24,52,0,19.138042449951172,19,46,42.0,19.8,0.0,2,51,3,14,11,22,11,0
1033,22,52,0,19.19735336303711,14,34,41.8,19.8,0.0,2,51,3,0,24,9,14,8
